id,name,type,latitude,longitude,capacity,operating_hours,features
null,다미초밥,restaurant,36.117223,128.340541,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""일식"", ""초밥,롤""]}"
null,다복뷔페,cafeteria,36.098581,128.362928,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""뷔페""]}"
null,다원한상,restaurant,36.108177,128.36532,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,닥엔돈스 구미형곡점,restaurant,36.112886,128.339877,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""닥엔돈스""]}"
null,닥엔돈스 사곡상모점,restaurant,36.092962,128.359555,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""닥엔돈스""]}"
null,달달향참,restaurant,36.114285,128.349445,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""간식"", ""떡,한과""]}"
null,달인의찜닭 구미시청점,restaurant,36.117449,128.345929,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""닭요리""]}"
null,닭튀기는남자,bar,36.125194,128.341854,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""호프,요리주점""]}"
null,닭포89,restaurant,36.117475,128.346672,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""닭요리""]}"
null,담가화로구이 구미원평점,restaurant,36.124527,128.356717,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,대가인생순두부 구미상모사곡점,restaurant,36.09839,128.359487,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""두부전문점""]}"
null,대가인생순두부 구미시청점,restaurant,36.117308,128.343337,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""두부전문점""]}"
null,대구리왕족발 상모사곡점,restaurant,36.087887,128.357885,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""족발,보쌈""]}"
null,대구숯불막창,restaurant,36.116484,128.345966,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""곱창,막창""]}"
null,대구왕뽈찜 상모사곡점,restaurant,36.086929,128.358532,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선""]}"
null,대기식당,restaurant,36.100834,128.361178,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,대단한돈까스 신평점,restaurant,36.124034,128.362025,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,대만족 구미점,restaurant,36.115923,128.341961,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""족발,보쌈""]}"
null,대박막걸리,bar,36.1111,128.339469,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""호프,요리주점""]}"
null,대박석쇠불고기,restaurant,36.094616,128.359822,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""불고기,두루치기""]}"
null,대박숯불뒷고기,restaurant,36.124001,128.362196,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,대영식당,restaurant,36.125299,128.341334,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,대왕족발 비산점,restaurant,36.121697,128.379759,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""족발,보쌈""]}"
null,대왕족발 상모사곡점,restaurant,36.099188,128.359458,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""족발,보쌈""]}"
null,더꼬치다 구미공단점,restaurant,36.101722,128.384107,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""닭요리""]}"
null,더술,bar,36.120809,128.34312,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""호프,요리주점""]}"
null,더펠리즈,cafeteria,36.125238,128.356632,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""뷔페""]}"
null,덕클 구미점,restaurant,36.115923,128.341961,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""중식"", ""중국요리""]}"
null,던킨 구미롯데마트점,restaurant,36.113789,128.365409,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""간식"", ""도넛"", ""던킨""]}"
null,도프,bar,36.117158,128.3471,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""호프,요리주점""]}"
null,독도별미회해물장터,restaurant,36.097638,128.356718,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선"", ""회""]}"
null,돈값하는국밥집,restaurant,36.120553,128.341831,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""국밥""]}"
null,돈도니석쇠한판불고기 구미원평점,restaurant,36.123697,128.344517,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""불고기,두루치기""]}"
null,돈미품 구미상모점,restaurant,36.089064,128.357144,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""삼겹살"", ""돈미품""]}"
null,돈수촌,restaurant,36.101723,128.384108,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,돈치킨 사곡점,restaurant,36.095389,128.358878,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""치킨"", ""돈치킨""]}"
null,동강다슬기마을,restaurant,36.115566,128.340994,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선""]}"
null,동광알탕,restaurant,36.109903,128.378276,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선""]}"
null,동네짬뽕 구미점,restaurant,36.117582,128.344673,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": []}"
null,동대문엽기떡볶이 구미상모점,fastfood,36.084411,128.353263,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""분식"", ""떡볶이"", ""동대문엽기떡볶이""]}"
null,동락식당,restaurant,36.109884,128.377642,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선""]}"
null,동래순대식당,restaurant,36.123195,128.361693,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""순대""]}"
null,돝식당,restaurant,36.115973,128.339749,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""갈비""]}"
null,돼지꿈꾸는집,restaurant,36.094838,128.360759,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,두찜 상모사곡점,restaurant,36.094705,128.358008,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""닭요리"", ""두찜""]}"
null,둥지보쌈 상모점,restaurant,36.088158,128.355036,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""족발,보쌈""]}"
null,둥지보쌈 송정점,restaurant,36.117454,128.344974,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""족발,보쌈""]}"
null,들밥상 송정점,restaurant,36.116834,128.341775,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,디디치킨 상모점,restaurant,36.085285,128.35451,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""치킨"", ""디디치킨""]}"
null,따띠삼겹 구미상모사곡점,restaurant,36.092959,128.359559,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""삼겹살"", ""따띠삼겹""]}"
null,따봉마차,restaurant,36.124841,128.342737,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,땅스떡볶이 상모점,fastfood,36.085195,128.355598,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""분식"", ""떡볶이"", ""땅스떡볶이""]}"
null,땅스부대찌개 구미상모점,restaurant,36.085042,128.355675,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""찌개,전골"", ""땅스부대찌개""]}"
null,떡마을,restaurant,36.085959,128.355704,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""간식"", ""떡,한과""]}"
null,떡보의하루 구미점,restaurant,36.114751,128.364035,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""간식"", ""떡,한과"", ""떡보의하루""]}"
null,떳다저팔계,restaurant,36.115771,128.340568,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,또래오래 상모사곡점,restaurant,36.088849,128.356757,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""치킨"", ""또래오래""]}"
null,또온나,bar,36.101297,128.383572,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""호프,요리주점""]}"
null,또와식당,restaurant,36.101721,128.384108,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,똥꼬집호프,bar,36.100493,128.385004,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""호프,요리주점""]}"
null,뚜레쥬르 구미상모점,restaurant,36.085509,128.355319,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""간식"", ""제과,베이커리"", ""뚜레쥬르""]}"
null,뚝심포차,bar,36.104465,128.384955,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""실내포장마차""]}"
null,뜨돈 구미시청점,restaurant,36.116918,128.344408,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""일식"", ""돈까스,우동"", ""뜨돈""]}"
null,뜸들이다 구미점,restaurant,36.111435,128.339483,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""뜸들이다""]}"
null,라이브8090노리터,bar,36.09437,128.358796,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집""]}"
null,롯데리아 구미공단점,fastfood,36.10175,128.385957,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""패스트푸드"", ""롯데리아""]}"
null,롯데리아 구미상모점,fastfood,36.090355,128.358662,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""패스트푸드"", ""롯데리아""]}"
null,류참치,restaurant,36.1166,128.347074,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""일식"", ""참치회""]}"
null,리얼하노이 구미점,restaurant,36.100776,128.360512,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""아시아음식"", ""동남아음식"", ""베트남음식""]}"
null,마니또김밥 공단점,fastfood,36.102667,128.384587,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""분식""]}"
null,마땡피자,fastfood,36.121931,128.346398,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""패스트푸드""]}"
null,마린앤꼴통소갈비,restaurant,36.1219,128.376705,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""갈비""]}"
null,마마구이,restaurant,36.110169,128.377309,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,마마정의식탁,restaurant,36.122223,128.361003,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,마산아구찜,restaurant,36.093479,128.359547,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선"", ""아구""]}"
null,마왕족발 구미송정형곡점,restaurant,36.115543,128.340162,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""족발,보쌈"", ""마왕족발""]}"
null,마요네즈,bar,36.116947,128.345008,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""일본식주점""]}"
null,마음을담다노부 구미송정점,bar,36.116927,128.345163,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""일본식주점""]}"
null,마피아곳간,bar,36.11682,128.344035,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""호프,요리주점""]}"
null,말복포차 상모점,bar,36.084976,128.355687,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""실내포장마차""]}"
null,맘스터치 구미송정점,fastfood,36.12198,128.340554,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""패스트푸드"", ""맘스터치""]}"
null,맘통해,restaurant,36.120932,128.339836,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""삼겹살""]}"
null,맛깔뷔페,cafeteria,36.09837,128.359475,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""뷔페"", ""한식뷔페""]}"
null,맛나곱창,restaurant,36.122716,128.347604,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""곱창,막창""]}"
null,맛나지예선산곱창앤쫀득구이,restaurant,36.122422,128.376815,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,맛자랑매운탕,restaurant,36.121002,128.385367,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선"", ""매운탕,해물탕""]}"
null,매콤달콤,fastfood,36.086639,128.355663,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""분식""]}"
null,맥시칸치킨 송정점,restaurant,36.118746,128.342465,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""치킨"", ""맥시칸치킨""]}"
null,맥시칸치킨 송정형곡점,restaurant,36.118805,128.342465,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""치킨""]}"
null,맨날천날싸게파는집,restaurant,36.122419,128.379158,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""중식"", ""중국요리""]}"
null,먹골갈비찜,restaurant,36.123611,128.349073,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""갈비""]}"
null,먹쇠골,restaurant,36.095104,128.358581,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,메리퀸즈,restaurant,36.11661,128.346918,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""양식""]}"
null,메인팟,bar,36.09453,128.359102,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""호프,요리주점""]}"
null,멕시칸치킨 송정점,restaurant,36.116935,128.346111,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""치킨"", ""멕시칸치킨""]}"
null,면장수 사곡점,restaurant,36.107449,128.348785,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""국수""]}"
null,명가생선구이,restaurant,36.118663,128.342486,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선""]}"
null,명랑핫도그 구미상모점,fastfood,36.087762,128.356917,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""패스트푸드"", ""명랑핫도그""]}"
null,명수기푸드 공단점,restaurant,36.109826,128.379822,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,명품순두부 상모사곡점,restaurant,36.094964,128.359154,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""두부전문점""]}"
null,모닥불구이,restaurant,36.087923,128.355138,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,모든날,restaurant,36.114331,128.349295,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""간식"", ""제과,베이커리""]}"
null,모락로제떡볶이&닭강정 구미1호점,fastfood,36.097357,128.360061,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""분식"", ""떡볶이"", ""모락로제떡볶이&닭강정""]}"
null,목가,restaurant,36.11733,128.343686,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,몽블랑 베이커리,restaurant,36.095056,128.357351,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""간식"", ""제과,베이커리""]}"
null,몽실이,fastfood,36.121369,128.380068,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""분식""]}"
null,몽찜닭 사곡상모점,restaurant,36.096433,128.360917,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""닭요리""]}"
null,무공돈까스 구미시청점,restaurant,36.115993,128.339704,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""일식"", ""돈까스,우동"", ""무공돈까스""]}"
null,무량촌식당,restaurant,36.101299,128.383572,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""한정식""]}"
null,무보까국밥 형곡점,restaurant,36.113739,128.339658,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""국밥""]}"
null,무영쌈밥정식 본점,restaurant,36.109504,128.343249,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""쌈밥""]}"
null,문창구이식당,restaurant,36.115416,128.341248,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,문화출장뷔페 구미김천점,cafeteria,36.119042,128.346086,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""뷔페""]}"
null,물도리동안동찜닭,restaurant,36.120933,128.342337,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""닭요리""]}"
null,뭐꼬만남의광장 구미본점,bar,36.097722,128.356896,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""호프,요리주점""]}"
null,미각고을,restaurant,36.122714,128.347761,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""국밥""]}"
null,미담뜨락,restaurant,36.125376,128.342965,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선"", ""추어""]}"
null,미락,bar,36.116108,128.344477,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""일본식주점""]}"
null,미리내도시락,cafeteria,36.100801,128.361253,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""도시락""]}"
null,미분당 구미시청점,restaurant,36.11996,128.34246,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""아시아음식"", ""동남아음식"", ""베트남음식"", ""미분당""]}"
null,미소앤김밥,fastfood,36.114025,128.339868,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""분식""]}"
null,미식가,bar,36.1161,128.340011,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""호프,요리주점""]}"
null,미율,restaurant,36.116446,128.342278,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""곱창,막창""]}"
null,민쉐프 냉면&고불비빔밥 신평본점,restaurant,36.09902,128.357834,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,밀회관 구미송정점,bar,36.116544,128.347211,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""호프,요리주점""]}"
null,바다수산회직판장,restaurant,36.098404,128.358374,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선"", ""회""]}"
null,바다와 상모사곡,restaurant,36.087468,128.355513,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선"", ""회""]}"
null,바담수산회집,restaurant,36.100102,128.363058,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선"", ""회""]}"
null,바르미샤브샤브 구미점,restaurant,36.113789,128.365285,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""샤브샤브""]}"
null,바른보쌈,restaurant,36.121467,128.344587,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""족발,보쌈""]}"
null,바사쿠 송정점,restaurant,36.121679,128.341115,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""치킨""]}"
null,바우젠브로이,bar,36.087632,128.355009,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""호프,요리주점""]}"
null,바우젠브로이 사곡점,restaurant,36.098089,128.357786,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""양식"", ""피자""]}"
null,바푸리 구미상모점,fastfood,36.089835,128.356573,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""분식"", ""바푸리""]}"
null,박가네왕갈비찜,restaurant,36.119609,128.342465,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""갈비""]}"
null,박서방푸드,restaurant,36.12085,128.342334,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,반주,restaurant,36.09452,128.35868,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,밥도둑김치찜 본점,restaurant,36.0938,128.360706,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""찌개,전골""]}"
null,밥상미니뷔페,cafeteria,36.12212,128.38065,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""뷔페""]}"
null,밥식이,restaurant,36.124202,128.349088,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,밥좀주소,restaurant,36.095777,128.390293,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선""]}"
null,배가옥,restaurant,36.099122,128.382502,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,배고픈덮밥이 구미사곡형곡점,restaurant,36.100801,128.36125,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""배고픈덮밥이""]}"
null,배스킨라빈스 구미공단점,restaurant,36.101449,128.384839,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""간식"", ""아이스크림"", ""배스킨라빈스""]}"
null,배스킨라빈스 구미송정점,restaurant,36.121456,128.34085,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""간식"", ""아이스크림"", ""배스킨라빈스""]}"
null,배시내식당,restaurant,36.107857,128.364849,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,배시네 불탄석쇠불고기,restaurant,36.115601,128.347537,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""불고기,두루치기""]}"
null,배터지는갈비 상모본점,restaurant,36.088636,128.358312,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""갈비""]}"
null,백가네김치찜 공단점,restaurant,36.10271,128.384952,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,백년기사님식당,restaurant,36.088948,128.369562,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""기사식당""]}"
null,백년지기맛집,restaurant,36.122263,128.377817,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,백도 원평직영점,bar,36.124788,128.34733,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""일본식주점""]}"
null,백산1kg식육식당,restaurant,36.11668,128.341345,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,뱃나루터 구미본점,restaurant,36.122407,128.37681,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선"", ""조개""]}"
null,버거킹 구미상모사곡점,fastfood,36.097276,128.357189,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""패스트푸드"", ""버거킹""]}"
null,버거킹 구미시청FS점,fastfood,36.117428,128.34309,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""패스트푸드"", ""버거킹""]}"
null,별국수 롯데마트 구미점,restaurant,36.113789,128.365409,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""국수""]}"
null,별밤포차,bar,36.097109,128.356503,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""실내포장마차""]}"
null,별에서온그닭 상모사곡점,restaurant,36.095069,128.357522,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""치킨""]}"
null,별헤는밤 비산신평점,restaurant,36.120591,128.382867,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""치킨""]}"
null,보람이추어탕해장국,restaurant,36.101718,128.383753,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선"", ""추어""]}"
null,보리칼국수,restaurant,36.125619,128.34135,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""국수"", ""칼국수""]}"
null,복이네분식,fastfood,36.100501,128.384909,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""분식""]}"
null,본도시락 구미형곡송정점,cafeteria,36.113208,128.33959,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""도시락"", ""본도시락""]}"
null,본죽&비빔밥cafe 구미상모점,restaurant,36.086806,128.355186,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""퓨전요리"", ""퓨전한식"", ""본죽&비빔밥cafe""]}"
