id,name,type,latitude,longitude,capacity,operating_hours,features
null,김치찜전문가 사곡점,restaurant,36.104707,128.353684,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,깐부막창,restaurant,36.102625,128.354436,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""곱창,막창""]}"
null,꼬집,restaurant,36.103061,128.354451,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""닭요리""]}"
null,다담김밥 상모사곡점,fastfood,36.102245,128.355953,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""분식""]}"
null,동심김밥,fastfood,36.104707,128.353684,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""분식""]}"
null,돼지보쓰 본점,restaurant,36.107659,128.364819,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,배스킨라빈스 구미광평홈플러스점,restaurant,36.102831,128.363749,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""간식"", ""아이스크림"", ""배스킨라빈스""]}"
null,불꼼장어불닭발,restaurant,36.103073,128.354456,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,신갈매기,restaurant,36.102991,128.354669,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,씨밀레,bar,36.101198,128.360256,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""호프,요리주점""]}"
null,아이스후루,restaurant,36.104694,128.353683,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""간식"", ""아이스크림""]}"
null,연탄집석쇠구이,restaurant,36.103073,128.354456,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,오거리추어탕,restaurant,36.101217,128.358911,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선"", ""추어""]}"
null,오리산성,restaurant,36.106979,128.357726,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""오리""]}"
null,운동장식당,restaurant,36.11016,128.356324,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,육가향 사곡점,restaurant,36.103534,128.354441,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,진짜안동찜닭,restaurant,36.101254,128.356229,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""한정식""]}"
null,챙길밥김치백서 상모사곡점,restaurant,36.103839,128.354702,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,쿠우쿠우 구미점,cafeteria,36.102754,128.36375,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""뷔페"", ""해산물뷔페"", ""쿠우쿠우""]}"
null,투다리 사곡이편한점,bar,36.104707,128.353685,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""오뎅바"", ""투다리""]}"
null,화연떡,restaurant,36.104724,128.353658,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""간식"", ""떡,한과""]}"
null,3봉토스트,restaurant,36.093689,128.355387,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""간식"", ""토스트""]}"
null,99지엔빙,restaurant,36.089273,128.354957,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""중식""]}"
null,BHC치킨 구미상모사곡점,restaurant,36.092324,128.355646,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""치킨"", ""BHC치킨""]}"
null,Mathura,restaurant,36.092241,128.354262,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""갈비""]}"
null,가가스시,restaurant,36.091797,128.35556,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""일식"", ""초밥,롤""]}"
null,감성맥주집,bar,36.095548,128.355643,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""호프,요리주점""]}"
null,갓샐러드 사곡점,restaurant,36.095548,128.355643,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""샐러드""]}"
null,고향연탄곱창,restaurant,36.088848,128.35173,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""곱창,막창""]}"
null,골드바,bar,36.092062,128.355186,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집""]}"
null,광안천지식당 상모사곡점,restaurant,36.095572,128.356157,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""국밥"", ""광안천지식당""]}"
null,교촌치킨 상모점,restaurant,36.090716,128.355487,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""치킨"", ""교촌치킨""]}"
null,국민상회,bar,36.08925,128.354717,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""호프,요리주점""]}"
null,굿쌈,restaurant,36.095957,128.356409,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""족발,보쌈""]}"
null,금별맥주 구미상모점,bar,36.089147,128.354446,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""호프,요리주점"", ""금별맥주""]}"
null,기우옛날탕수육전문점,restaurant,36.092392,128.356664,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""중식"", ""중국요리""]}"
null,김성화선산곱창,restaurant,36.095888,128.356382,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""곱창,막창""]}"
null,김태주선산곱창 상모점,restaurant,36.091581,128.355201,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""곱창,막창""]}"
null,김해본가뒷고기 상모점,restaurant,36.089167,128.355386,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,꼴통,restaurant,36.095893,128.356368,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,꽃뚜껑 사곡직영점,restaurant,36.096004,128.355966,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,꾸브라꼬숯불치킨 상모사곡점,restaurant,36.093015,128.355947,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""치킨"", ""꾸브라꼬숯불치킨""]}"
null,네네치킨 상모사곡점,restaurant,36.092877,128.355654,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""치킨"", ""네네치킨""]}"
null,노다지식당,restaurant,36.089041,128.354704,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,놀다가면돼지&막창,restaurant,36.09337,128.355697,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""곱창,막창""]}"
null,단지속쭈꾸미,restaurant,36.09346,128.355303,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선""]}"
null,닭갈비이야기 구미본점,restaurant,36.089174,128.355381,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""닭요리""]}"
null,닭동가리 상모사곡점,bar,36.088639,128.355021,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""실내포장마차"", ""닭동가리""]}"
null,대가소곱창 상모사곡점,restaurant,36.092062,128.355186,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""곱창,막창""]}"
null,대성생막창 상모점,restaurant,36.089276,128.354708,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""곱창,막창""]}"
null,대한독도횟집 4호점,restaurant,36.088359,128.350419,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선"", ""회""]}"
null,도미노피자 구미상모점,restaurant,36.089214,128.353442,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""양식"", ""피자"", ""도미노피자""]}"
null,돈꾸앙 구미상모점,restaurant,36.091695,128.355607,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,동막골막걸리,bar,36.091159,128.35554,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""호프,요리주점""]}"
null,동북양꼬치,restaurant,36.09129,128.355132,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""중식"", ""양꼬치""]}"
null,땅땅치킨 구미상모점,restaurant,36.09039,128.355459,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""치킨"", ""땅땅치킨""]}"
null,또또막창,restaurant,36.095888,128.356382,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,또바기국수,restaurant,36.089446,128.350763,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""국수""]}"
null,라떼프랑스베이커리,restaurant,36.089993,128.355992,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""간식"", ""제과,베이커리""]}"
null,마왕족발 상모사곡점,restaurant,36.089542,128.354389,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""족발,보쌈"", ""마왕족발""]}"
null,맘스터치 상모점,fastfood,36.088958,128.355009,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""패스트푸드"", ""맘스터치""]}"
null,맛나돈,restaurant,36.092412,128.355664,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""삼겹살""]}"
null,맛찬들왕소금구이 구미상모점,restaurant,36.092692,128.355238,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""맛찬들왕소금구이""]}"
null,명가손만두전골,restaurant,36.09485,128.355344,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""찌개,전골""]}"
null,명륜진사갈비 상모사곡점,restaurant,36.094842,128.355288,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""갈비"", ""명륜진사갈비""]}"
null,명성만두칡냉면 상모사곡점,restaurant,36.092969,128.355269,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,목구멍 구미상모점,restaurant,36.092157,128.355202,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""목구멍""]}"
null,무쇠솥뚜껑삼겹살,restaurant,36.095077,128.356429,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""삼겹살""]}"
null,박통칼국수,restaurant,36.092188,128.355673,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""국수"", ""칼국수""]}"
null,배스킨라빈스 구미상모점,restaurant,36.089484,128.355391,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""간식"", ""아이스크림"", ""배스킨라빈스""]}"
null,백정가 상모점,restaurant,36.090521,128.355483,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,별빛맥주 구미상모사곡점,bar,36.093199,128.355706,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""호프,요리주점""]}"
null,복터진집 상모점,restaurant,36.087838,128.350531,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선"", ""복어""]}"
null,본죽 구미상모점,restaurant,36.089335,128.354877,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""죽"", ""본죽""]}"
null,봄날김밥,fastfood,36.095818,128.356337,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""분식""]}"
null,봉구비어 구미상모동점,bar,36.092156,128.355633,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""호프,요리주점"", ""봉구비어""]}"
null,비어스타,bar,36.091725,128.355181,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""호프,요리주점""]}"
null,빅대디 포장마차 상모점,restaurant,36.091715,128.355594,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": []}"
null,사곡전&국수,restaurant,36.095958,128.355946,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""국수""]}"
null,사천회집,restaurant,36.089524,128.354411,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선"", ""회""]}"
null,사촌주막,bar,36.091288,128.355517,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""호프,요리주점""]}"
null,삼겹당순대당 상모본점,restaurant,36.088031,128.350499,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,새마을손짜장,restaurant,36.091757,128.351722,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""중식"", ""중국요리""]}"
null,생고기일번가,restaurant,36.089542,128.35438,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,샤브샤브 칼국수 만수관,restaurant,36.092206,128.351983,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""샤브샤브""]}"
null,서서자는물고기,bar,36.09025,128.355643,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""일본식주점""]}"
null,선산대한곱창 상모사곡점,restaurant,36.091203,128.355465,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""곱창,막창""]}"
null,솥뚜껑삼겹살집,restaurant,36.088616,128.355035,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""삼겹살""]}"
null,스시소담,restaurant,36.089066,128.350579,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""일식"", ""초밥,롤""]}"
null,시골추어탕,restaurant,36.09247,128.35584,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선"", ""추어""]}"
null,시오도메 상모점,restaurant,36.089314,128.354933,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""일식"", ""돈까스,우동""]}"
null,신촌상황약수삼계탕,restaurant,36.091303,128.351571,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""닭요리"", ""삼계탕""]}"
null,싱글벙글복어 상모직영점,restaurant,36.092021,128.35565,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선"", ""복어""]}"
null,쑈진즈마라탕 상모점,restaurant,36.089958,128.35607,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""중식"", ""중국요리""]}"
null,아지트,restaurant,36.093673,128.355379,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,야금야금,restaurant,36.089401,128.350748,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""간식"", ""제과,베이커리""]}"
null,양평칼국수 본점,restaurant,36.089271,128.35558,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""국수"", ""칼국수""]}"
null,어메식당,restaurant,36.096014,128.35645,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,역전할머니맥주 구미상모점,bar,36.08981,128.354962,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""호프,요리주점"", ""역전할머니맥주""]}"
null,영보 본점,restaurant,36.089019,128.355398,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,오마식당,restaurant,36.095888,128.356382,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,와플대학 구미상모캠퍼스,restaurant,36.090293,128.355462,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""간식"", ""제과,베이커리"", ""와플대학""]}"
null,왕돈,restaurant,36.08735,128.349481,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,용공장 상모사곡점,restaurant,36.092483,128.355888,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,용두동쭈꾸미 상모점,restaurant,36.091854,128.355601,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선""]}"
null,유로코피자 남구미점,restaurant,36.09537,128.356141,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""양식"", ""피자"", ""유로코피자""]}"
null,이모네 용두동신쭈꾸미,restaurant,36.089203,128.355391,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선""]}"
null,이복주원조가오리 상모점,restaurant,36.092464,128.355936,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선""]}"
null,일등수제돈카츠 상모점,restaurant,36.08684,128.350488,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""일식"", ""돈까스,우동""]}"
null,일품대패 상모점,restaurant,36.088894,128.355488,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""삼겹살"", ""일품대패""]}"
null,일품칼국수 사곡상모점,restaurant,36.090039,128.355494,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""국수"", ""칼국수""]}"
null,장수오리 구미점,restaurant,36.098378,128.353685,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""오리""]}"
null,전국제일순대 상모점,restaurant,36.092711,128.355918,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""순대""]}"
null,정담 상모사곡점,restaurant,36.091019,128.355098,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,정담떡집,restaurant,36.090317,128.355717,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""간식"", ""떡,한과""]}"
null,제일식육식당 상모사곡점,restaurant,36.093265,128.355325,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,조뽕,restaurant,36.088639,128.355021,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선"", ""조개""]}"
null,조선의옛날통닭 사곡점,restaurant,36.093988,128.355299,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""치킨""]}"
null,지몽,restaurant,36.091448,128.355134,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,지조네,restaurant,36.094126,128.355761,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,진참치 상모사곡점,restaurant,36.096274,128.356121,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""일식"", ""참치회""]}"
null,쪽쪽갈비 상모사곡점,restaurant,36.09389,128.355316,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""갈비""]}"
null,참숯생선구이,restaurant,36.08906,128.35558,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선""]}"
null,처음처럼,bar,36.095398,128.35614,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""호프,요리주점""]}"
null,청년다방 상모점,fastfood,36.08926,128.350654,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""분식"", ""떡볶이"", ""청년다방""]}"
null,청둥이청둥오리,restaurant,36.092035,128.35202,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""오리""]}"
null,청솔구이,restaurant,36.095983,128.355968,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,카츠연구소,restaurant,36.089046,128.355568,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""일식"", ""돈까스,우동""]}"
null,코다리조림의명가 리안,restaurant,36.091563,128.355537,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선""]}"
null,크라운호프 구미상모점,bar,36.08836,128.354874,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""호프,요리주점"", ""크라운호프""]}"
null,큰집막창 상모점,restaurant,36.089258,128.354668,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""곱창,막창""]}"
null,텃밭,restaurant,36.095588,128.356265,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,투다리 상모보성점,bar,36.091577,128.35518,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""오뎅바"", ""투다리""]}"
null,파리바게뜨 구미상모점,restaurant,36.08929,128.355011,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""간식"", ""제과,베이커리"", ""파리바게뜨""]}"
null,풍쑤왓무까타뷔페,cafeteria,36.093027,128.35572,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""뷔페""]}"
null,하스카츠,restaurant,36.093298,128.355842,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""일식""]}"
null,한복자엉터리김밥 상모본점,fastfood,36.092411,128.356301,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""분식""]}"
null,해선정해물찜 구미점,restaurant,36.094101,128.355807,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선""]}"
null,해초과메기 구미1호점,restaurant,36.091199,128.355794,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선""]}"
null,호야분식,fastfood,36.089063,128.351839,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""분식""]}"
null,호프행운이머무는자리,bar,36.093394,128.355696,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""호프,요리주점""]}"
null,화라쿵푸마라탕,restaurant,36.091165,128.355567,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""중식"", ""중국요리""]}"
null,화화돼지왕갈비 구미상모점,restaurant,36.088342,128.354994,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""갈비"", ""화화돼지왕갈비""]}"
null,황금막창,restaurant,36.091322,128.35513,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""곱창,막창""]}"
null,회결사포차,restaurant,36.08914,128.35428,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선"", ""회""]}"
null,후니피자 남구미점,restaurant,36.086472,128.350511,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""양식"", ""피자""]}"
null,훌랄라 상모1점,restaurant,36.091318,128.355512,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""치킨"", ""훌랄라참숯치킨""]}"
null,히카리,restaurant,36.089033,128.355403,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""일식""]}"
null,119불닭발,restaurant,36.089669,128.358891,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""닭요리""]}"
null,BBQ 구미1공단점,bar,36.087147,128.364997,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집""]}"
null,BHC치킨 구미임오점,restaurant,36.087667,128.364915,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""치킨"", ""BHC치킨""]}"
null,갬성천국 임은점,bar,36.088401,128.367456,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""실내포장마차""]}"
null,고기굽는날,restaurant,36.087745,128.365625,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,공감,restaurant,36.088195,128.366594,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,금수천대반점,restaurant,36.089117,128.368988,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""중식"", ""중국요리""]}"
null,나리돈까스,restaurant,36.08852,128.367958,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""일식"", ""돈까스,우동""]}"
null,남사친돈까스,restaurant,36.087148,128.364404,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""일식"", ""돈까스,우동""]}"
null,냉삼부루스,restaurant,36.088176,128.36586,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": []}"
null,다운칼국수,restaurant,36.088672,128.368285,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""국수"", ""칼국수""]}"
null,닭도리포차 구미점,restaurant,36.08809,128.366331,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""닭요리""]}"
null,당신대게 구미본점,restaurant,36.087007,128.368823,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선"", ""게,대게""]}"
null,덕유산묵은지삼겹살,restaurant,36.087519,128.364556,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""삼겹살""]}"
null,덕이네 돼지국밥,restaurant,36.08829,128.368108,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""국밥""]}"
null,도넛카페찰꽈도 구미직영점,restaurant,36.087843,128.365717,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""간식"", ""도넛""]}"
